sentiment_word-情感关键词,sentiment_anls-情感正负面
很硬;,-1;
稳定;正品;精致;很慢;,1;1;1;-1;
便宜;很多;很快;,1;1;1;
淡淡的;容易;还行;难受;,1;1;1;-1;
太差;,-1;
快;难闻;超标;差;,1;-1;-1;-1;
瑕疵;不好;粗糙;失望;,-1;-1;-1;-1;
亏;,-1;
难用;,-1;
不错;满意;,1;1;
舒适;满意;完美;,1;1;1;
实用;神速;很大;,1;1;1;
挺大;,1;
给力;很好;,1;1;
,
久;,0;
可爱;精彩;长;略大;可惜;,1;1;1;0;-1;
差评;,-1;
差不多;不方便;,0;-1;
漂亮;挺好;高;,1;1;1;
鸡肋;难受;太高;贵;,-1;-1;-1;-1;
没反应;不亮;,-1;-1;
差评;,-1;
不错;亲和;不错;沉;快;整齐;很好;不足;老化;细腻;,1;1;1;-1;1;1;1;-1;-1;1;
不错;容易;,1;1;
不错;坏;太差;,1;-1;-1;
很差;假货;可以;,-1;-1;1;
不好;失望;,-1;-1;
,
还可以;,1;
一般;,0;
,
脏;,-1;
不稳;脱落;,-1;-1;
还可以;太差;,1;-1;
不错;,1;
无语;偏贵;,-1;-1;
足够;很好;,1;1;
没有型;臭;差评;,-1;-1;-1;
统一;糟糕;可以;,1;-1;1;
完美;可以;专业;不错;合适;舒服;,1;1;1;1;1;1;
及时;好评;,1;1;
不错;方便;,1;1;
实惠;好;,1;1;
次货;,-1;
好玩;不如棒;,1;-1;
过敏;,-1;
卓越;卓越;不忠实;被用过;失望;,1;1;-1;-1;-1;
不用节省;,-1;
脏;,-1;
还好;超美;,1;1;
坏;不好穿;实用;容易;合理;高;好;一般;,-1;-1;1;1;1;1;1;0;
不适合;,-1;
看不出;明显;,-1;0;
较重;好;不错;,-1;1;1;
方便;,1;
假;后悔;很多;被骗;,-1;-1;1;-1;
瑕疵;不如划算;,-1;-1;
有用;,1;
有用;挺响;不刺眼;,1;1;1;
,
仔细;不明显;快;信任;不好;忠诚;,1;0;1;1;-1;1;
挺快;没有问题;,1;1;
快;慢;还可以;,1;-1;1;
明显;坏;,0;-1;
无话可说;太棒;,-1;1;
失真;一般;不优秀;,-1;0;-1;
不怎么样;,-1;
烂;,-1;
详细;,1;
太差;不省心;无奈;省力;正常;无语;不行;有问题;好用;刚好;次;新;麻烦;痛苦;快速;,-1;-1;-1;1;1;-1;-1;-1;1;1;-1;1;-1;-1;1;
,
难看;差太大;,-1;-1;
新;很大;破碎;,1;1;-1;
还行;,1;
,
不好;不喜欢;后悔;太少;,-1;-1;-1;-1;
坑爹;,-1;
不值;还好;失望;没好;贵;,-1;1;-1;-1;-1;
还好;,1;
可笑;不推荐;明显;,-1;-1;0;
不错;不是简单;,1;-1;
刚好;不错;很稳;困难;小了点;好用;,1;1;1;-1;-1;1;
不是很准;好点;不好;,-1;1;-1;
还行;不低;,1;1;
爱吃;拉肚子;,1;-1;
不好;不喜欢;,-1;-1;
漏;,-1;
不是次品;盗版;懒惰;脱皮;,1;-1;-1;-1;
还可以;,1;
很干;丰富;有效;绵密;,-1;1;1;1;
不对;,-1;
不多;小小的;简约;简约;,0;-1;1;1;
没有看好;,-1;
后悔;一般;,-1;0;
不好;坏;,-1;-1;
不干;很好;适合;偏白;,1;1;1;-1;
很好;没有看好;,1;-1;
快;不满意;非合格;,1;-1;-1;
缺失;满足;,-1;1;
很赞;人性化;挺高;可以;可以;不错;好;,1;1;1;1;1;1;1;
新;舒服;低;严重;,1;1;-1;-1;
不高;,0;
很香;一般般;,1;0;
发霉;,-1;
无语;破;行;,-1;-1;1;
稳定;方便简洁;,1;1;
刺鼻;,-1;
很差;,-1;
,
很干;,-1;
滋润;,1;
宽大;,1;
,
有划痕;能用;不满意;不好;坏;久;,-1;1;-1;-1;-1;0;
长;失望;好;,1;-1;1;
不错;卓越;很大;不适合;较干;,1;1;1;-1;-1;
不错;超小;,1;-1;
好;可以;巧妙;厚实;,1;1;1;1;
一般;不值;快;还可以;,0;-1;1;1;
low;low;差劲;差劲;,-1;-1;-1;-1;
不是牢固;,-1;
不是很好;坏;,-1;-1;
不舒服;明显;,-1;0;
一般;还行;,0;1;
不很大;,-1;
失望;,-1;
坏;很久;,-1;-1;
一般般;不响;很快;也好;,0;1;1;1;
不想麻烦;,1;
经典;可疑;有问题;好;,1;-1;-1;1;
喜欢;还可以;,1;1;
修身;不易变形;还可以;,1;1;1;
便宜;一般;一般;,1;0;0;
正品;,1;
大不如前;,-1;
,
,
对得起;不错;,1;1;
满意;,1;
麻痹;不好用;很好;,-1;-1;1;
不值;,-1;
,
很久;小小的;无聊;,-1;-1;-1;
很好;舒服;,1;1;
不错;突出;,1;1;
重;很重;好;不推荐;,-1;-1;1;-1;
不值;难用;,-1;-1;
不错;喜欢;正版;,1;1;1;
差;太差;,-1;-1;
难闻;不太好;,-1;-1;
薄;不错;干;,0;1;-1;
响;响;,-1;-1;
挺好;不明显;,1;0;
偏干;干;,-1;-1;
滋润;温和;有弹性;滑滑的;不起泡;,1;1;1;1;1;
差远了;瞎扯;,-1;-1;
不好;好;一般;不错;还行;,-1;1;0;1;1;
不好;没有好;,-1;-1;
不是很好;没明显;,-1;0;
薄;,0;
小小的;不相符;,-1;-1;
水润;不错;最爱;,1;1;1;
没有瑕疵;不错;,1;1;
痒;假;好;贵;,-1;-1;1;-1;
纯粹;详细;没有详细;可以;,1;1;-1;1;
结实;实用;合适;好;,1;1;1;1;
漂亮;及时;好;物超所值;划算;精美;好;好;,1;1;1;1;1;1;1;1;
容易干;很差;,-1;-1;
合适;很轻;舒服;,1;1;1;
坏;,-1;
便宜;,1;
不是可以;好;,-1;1;
长;,1;
虚假;过分;直观;夸大;,-1;-1;1;-1;
不错;好点;漏;好;,1;1;-1;1;
看不清;太低;,-1;-1;
太差;,-1;
心塞;坏;新;,-1;-1;1;
粘粘的;好;很多;没法干;太粘;,-1;1;1;1;-1;
合适;方便;好;,1;1;1;
失望;不怎么样;,-1;-1;
受潮;过期;,-1;-1;
偏大;,-1;
过敏;,-1;
还可以;,1;
,
模糊;费劲;盗版;,-1;-1;-1;
无香;好大;不好;好;,-1;-1;-1;1;
不好;,-1;
干裂;,-1;
顺手;长;长;郁闷;本来长;不亮;很久;有问题;不亮;不次品;很快;,1;1;1;-1;-1;-1;-1;-1;-1;1;1;
很快;很差;不平;太贵;麻烦;清楚;,1;-1;-1;-1;-1;1;
放心;,1;
凑合;,0;
好;,1;
稳定;可以;快;,1;1;1;
不行;坏;,-1;-1;
经典;,1;
硬;稍小;不好;薄;太少;,-1;-1;-1;0;-1;
后悔;,-1;
不是喜欢;,-1;
合适;过高;还可以;,1;-1;1;
很薄;有划痕;失望;,-1;-1;-1;
,
麻烦;逼真;很大;很好;好;,-1;1;1;1;1;
新;很差;漏;,1;-1;-1;
还好;不纯正;,1;-1;
不喜欢;喜欢;,-1;1;
五星;正好;蛮好;没得说;破皮;称赞;,1;1;1;1;-1;1;
,
,
还行;,1;
粗糙;,-1;
,
不好;,-1;
简洁;,1;
很大;炸毛;,1;-1;
,
还行;优;,1;1;
偏薄;,-1;
高级;没更好;好;轻松;自然;高;满意;高;人性化;,1;-1;1;1;1;1;1;1;1;
不好;可以;,-1;1;
小巧;,1;
不错;还好;,1;1;
不是严丝合缝;没有好;,-1;-1;
正品;适合;轻薄;通用;清爽;不明显;很干;不油;,1;1;0;1;1;0;-1;1;
不准确;很好;,-1;1;
还行;,1;
最好;低;还可以;,1;-1;1;
贵;没什么不好;没什么好;,-1;1;-1;
不好;不香;不好;不清爽;不明显;,-1;-1;-1;-1;0;
虚高;高;一般般;棒;,-1;1;0;1;
很好;不是好;很好;值得;,1;-1;1;1;
,
,
舒服;,1;
贴身;舒适;超薄;很好;高;很好;好;值得;好;,1;1;1;1;1;1;1;1;1;
方便;浪费;流畅;无语;不多;看不清楚;容易;,1;-1;1;-1;0;-1;1;
信任;值得;,1;1;
好吃;,1;
一般;刺鼻;长久;还行;,0;-1;1;1;
符合;二手;廉价;墨迹;被用过;很多;干净;,1;-1;1;-1;-1;1;1;
很轻;舒服;高;,1;1;1;
好;,1;
不合理;行;不值;太短;,-1;1;-1;-1;
正品;不错;,1;1;
很干;变软;干净;,-1;-1;1;
清苦;不错;很好;,-1;1;1;
不错;,1;
很好;喜欢;,1;1;
不符;差评;不是完整;,-1;-1;-1;
不错;,1;
不用最好;可怕;费力;一般;较重;,-1;-1;-1;0;-1;
不值;不满意;一般;好评;,-1;-1;0;1;
不舒服;慎重;不错;不错;稀疏;不推荐;很好;不想精细;不错;慢;很高;异常;,-1;-1;1;1;-1;-1;1;-1;1;-1;1;-1;
坏;,-1;
较小;,-1;
正品;快;满意;,1;1;1;
一模一样;完善;全面;更好;喜欢;划算;,1;1;1;1;1;1;
不错;,1;
很好;完美;,1;1;
不好;薄;不方便;,-1;0;-1;
,
好;,1;
恶心;太高;发霉;,-1;-1;-1;
很好;很好;,1;1;
非保证;,-1;
,
明显;拆过;,0;-1;
细腻;信任;不错;不丰富;可以;,1;1;1;-1;1;
好;很好;亏了;贵;,1;1;-1;-1;
不值;,-1;
不错;方便;,1;1;
可爱;不错;,1;1;
差;不错;很好;,-1;1;1;
不足;可以;还可以;,-1;1;1;
不值;,-1;
不稳;普通;差不多;一般;很好;刚好;一般;打不开;飞快;,-1;0;0;0;1;1;0;-1;1;
不错;美中不足;,1;0;
,
正版;,1;
不适合;,-1;
不错;也好;,1;1;
很快;,1;
,
麻烦;不有问题;不错;,-1;1;1;
畅销;,1;
,
很多;不错;实惠;变形;,1;1;1;-1;
很快;有效;,1;1;
麻烦;遗憾;,-1;-1;
必备;,1;
还行;,1;
合理;,1;
实用;好;简单;物有所值;可以;,1;1;1;1;1;
新;慢;,1;-1;
好用;,1;
不偏大;,1;
不错;喜欢;,1;1;
旧;,-1;
,
简单;喜欢;好;,1;1;1;
不值;一般;,-1;0;
不多;好;,0;1;
轻飘飘;结实;,-1;1;
棒;喜欢;喜欢;干;,1;1;1;-1;
,
平衡;不错;正常;,1;1;1;
,
差远了;难受;,-1;-1;
,
正品;结实;,1;1;
不错;,1;
实惠;很大;,1;1;
还行;,1;
,
干净;不好用;好;很好;,1;-1;1;1;
有问题;很强;有问题;,-1;1;-1;
,
,
可靠;很好;快;好;周到;完美;,1;1;1;1;1;1;
,
好用;失望;,1;-1;
突出;易缠绕;稍好;不明显;,1;-1;1;0;
能用;凑合;,1;0;
赞;喜欢;周到;,1;1;1;
酸软;,-1;
高;好用;可惜;,1;1;-1;
型;好用;好用;,1;1;1;
小巧;推荐;实用;很高;,1;1;1;1;
一般;复杂;不适用;麻烦;,0;-1;-1;-1;
过小;差;,-1;-1;
没还好;挺快;,-1;1;
可以;,1;
假货;假货;变硬;,-1;-1;-1;
很好;很快;,1;1;
太浓;,-1;
,
不满意;还好;,-1;1;
深;不错;过小;,-1;1;-1;
小贵;漂亮;,-1;1;
差;快;烫手;凉;,-1;1;-1;0;
长;太短;,1;-1;
不错;可以;,1;1;
难看;,-1;
,
满意;,1;
,
不舒服;好;,-1;1;
不错;缺陷;合适;太长;,1;1;1;-1;
薄;不高;薄;喜欢;劣质;,0;0;0;1;-1;
离谱;,-1;
看不懂;太低;,-1;-1;
重;,-1;
很好;很快;没有好;,1;1;-1;
很重;,-1;
不放心;,-1;
很大;不给力;,1;-1;
,
nb;优美;,1;1;
很好;不错;喜欢;,1;1;1;
新颖;,1;
,
信赖;值得;,1;1;
不喜欢;矮;,-1;-1;
正品;喜欢;便宜;好;,1;1;1;1;
不错;好;,1;1;
粗糙;粗糙;很多;严格;精细;,-1;-1;1;1;1;
略薄;刚好;很多;喜欢;适中;推荐购买;,-1;1;1;1;0;1;
不对;奇怪;,-1;-1;
足够;很好;合适;不大不小;,1;1;1;1;
不喜欢;柔软;很贵;,-1;1;-1;
不行;不适;容易;很大;,-1;-1;1;1;
实用;还可以;,1;1;
一般;明显;,0;0;
不好用;郁闷;实惠;漏;,-1;-1;1;-1;
,
保证;,1;
不错;好;干净;,1;1;1;
不好;很小;,-1;1;
薄;没有厚实;还可以;,0;-1;1;
,
推荐;亮白;明显;酸痛;,1;1;0;-1;
信任;干;,1;-1;
好用;,1;
放心;,1;
不好用;复杂;很慢;太浅;,-1;-1;-1;-1;
很赞;,1;
扎手;很小;疼;厚;肿;微小;没有大碍;,-1;1;-1;0;-1;0;0;
很久;完好无损;满意;,-1;1;1;
没有舒服;想吐;很大;,-1;-1;1;
不舒服;变钝;,-1;-1;
赞;舒服;,1;1;
好看;迷你;,1;1;
不是清晰;,-1;
,
天壤之别;太长;硬;烂货;还可以;,-1;-1;-1;-1;1;
不错;迅速;轻松;,1;1;1;
不能很小;,-1;
没有好;,-1;
,
没混杂;不错;,1;1;
不是很好;看不见;不强;,-1;-1;-1;
,
不错;久;,1;0;
差一些;实惠;,-1;1;
,
明显;,0;
长;后悔;,1;-1;
不开心;,-1;
简单;舒服;,1;1;
漂亮;,1;
不错;还好;,1;1;
差;可笑;,-1;-1;
较浅;单薄;,-1;-1;
,
不错;,1;
挺大;便宜;挺贵;挺好;,1;1;1;1;
还可以;喜欢;,1;1;
,
不错;还好;可以;,1;1;1;
不错;可惜;,1;-1;
假;,-1;
不会太差;漂亮;贵;,1;1;-1;
无声;慢;差;无语;快;行;,0;-1;-1;-1;1;1;
郁闷;难吸;很好;,-1;-1;1;
不满意;凑合;蛮大;,-1;0;1;
费劲;一般;挺好;好;,-1;0;1;1;
不错;晃动;,1;-1;
精彩;认真;喜欢;,1;1;1;
不是强大;闻名遐迩;友好;一般;好大;,-1;1;1;0;-1;
不咋的;不容易;无语;本来很好;,-1;1;-1;-1;
没造假;,1;
挺大;不错;容易;小巧玲珑;,1;1;1;1;
简单;后悔;浪费;不舒服;厚;,1;-1;-1;-1;0;
碎裂;,-1;
好;,1;
很久;,-1;
假货;,-1;
贵;,-1;
糟;,-1;
可以;,1;
可以;,1;
也好;不错;不好;差;好;准;,1;1;-1;-1;1;1;
兴奋;盗版;精致;不错;失望;贵;,1;-1;1;1;-1;-1;
,
舒服;很干;好用;,1;-1;1;
惊艳;正好;可以;,1;1;1;
蓬松;软软的;,0;1;
没得说;,1;
很好;,1;
不耐用;,-1;
一般;干;,0;-1;
不错;很快;清新;,1;1;1;
,
没有好用;,-1;
不顺;还可以;,-1;1;
看不懂;费劲;不是到位;拗口;可以;费神;喜欢;免费;没有喜欢;不是普通;,-1;-1;-1;-1;1;-1;1;1;-1;0;
不行;好;,-1;1;
偏硬;喜爱;粗糙;明显;,-1;1;-1;0;
二手货;坑爹;很多;粗糙;,-1;-1;1;-1;
喜欢;,1;
,
不好用;难吸;好;没有好用;好;,-1;-1;1;-1;1;
,
,
有点油;不错;不持久;,-1;1;-1;
可以;,1;
不错;牢固;,1;1;
不锋利;,-1;
不对;摇晃;好;高大上;,-1;-1;1;1;
很快;,1;
,
,
浮夸;尚可;,-1;1;
响;可以;使用方便;可以;喜欢;清楚;很好;,-1;1;1;1;1;1;1;
一般;,0;
好评;,1;
很好;值得;贵;,1;1;-1;
不纯洁;,-1;
干;适合;不要偏干;滋润;最好;,-1;1;1;1;1;
一般;不稳;还可以;,0;-1;1;
不值;脏;,-1;-1;
好看;一般;松动;,1;0;-1;
,
短;,-1;
可以;好;,1;1;
单薄;不值;很差;破;,-1;-1;-1;-1;
不合理;精细;小巧;粗糙;,-1;1;1;-1;
没实惠;不错;,-1;1;
还可以;,1;
适合;不喜欢;神奇;没有瑕疵;,1;-1;1;1;
不错;小了点;,1;-1;
喜欢;结实;,1;1;
假货;发痒;愤怒;,-1;-1;-1;
不好用;挺好;,-1;1;
不错;,1;
稳定;贵;,1;-1;
值得;还可以;挺干;,1;1;-1;
不错;很好;,1;1;
不贵;还行;很多;喜欢;,1;1;1;1;
新;,1;
中规中矩;不要省事;齐;严重;省事;差强人意;不厚;不是愉快;,0;-1;1;-1;1;-1;0;-1;
,
不好用;不好;油腻;,-1;-1;-1;
很薄;很好;,-1;1;
糟糕;,-1;
漏;还好;越来越差;,-1;1;-1;
一般;油腻;,0;-1;
不明显;失望;,0;-1;
不错;,1;
刺鼻;不舒服;,-1;-1;
一般;结实;很好;清楚;较重;不错;够大;易懂;挺好;舒适;好;灵活;,0;1;1;1;-1;1;1;1;1;1;1;1;
喜欢;,1;
全新;很小;失望;,1;1;-1;
,
不合理;假货;费钱;不行;,-1;-1;-1;-1;
不能太高;,1;
物美价廉;最好;好东西;,1;1;1;
好;,1;
没有好;,-1;
有点油;很好;没有神奇;淡淡的;不影响;见效;,-1;1;-1;1;0;1;
麻烦;还可以;,-1;1;
不错;,1;
不错;脱落;,1;-1;
薄;不适合;不均匀;,0;-1;-1;
不合适;缺失;刚好;,-1;-1;1;
可以;泛白;可以;保证;,1;-1;1;1;
很大;正品;失望;,1;1;-1;
不给力;不错;,-1;1;
保证;实惠;,1;1;
简单;,1;
不容易;干净;,1;1;
不是柔软;合适;,-1;1;
挺好;很好;,1;1;
,
还好;二手;,1;-1;
不错;很好;给力;,1;1;1;
不好用;差远了;欠佳;硬;,-1;-1;-1;-1;
起火;可以;,-1;1;
不高;不错;好;,0;1;1;
不少;可以;减分;,1;1;-1;
不好用;,-1;
较干;很多;,-1;1;
美中不足;刚好;没有起绒;难得;好;不影响;深;好;,0;1;1;0;1;0;-1;1;
可以;很臭;,1;-1;
粗糙;太臭;清凉;,-1;-1;1;
容易;不太好;久;,1;-1;0;
好;清晰;,1;1;
值得;快;相符;方便;,1;1;1;1;
还可以;卓越;不要老顾客;失望;,1;1;-1;-1;
,
很好;,1;
推荐;很强;值得;满意;,1;1;1;1;
一致;简单;不错;最好;,1;1;1;1;
不错;,1;
精细;便宜;好用;,1;1;1;
伤感;悲哀;本来可以;,-1;-1;-1;
不错;熟练;不错;方便;,1;1;1;1;
不假;好用;,1;1;
后悔;简单;过于;,-1;1;-1;
不配;清楚;,-1;1;
好用;,1;
可口;明显;稍多;久;,1;0;-1;0;
不错;高;,1;1;
方便;还可以;,1;1;
可以;,1;
坑;好用;,-1;1;
一般;不喜欢;,0;-1;
不错;值得;,1;1;
可笑;,-1;
不差;对得起;说得过去;,1;1;0;
,
很小;挺好;,1;1;
可以;奸商;,1;-1;
可以;还行;舒服;给力;,1;1;1;1;
坏;不影响;方便;,-1;0;1;
空虚;,-1;
刚好;心塞;,1;-1;
还行;刚好;好大;放心;高;好;,1;1;-1;1;1;1;
失望;稀薄;,-1;-1;
不正规;,-1;
没的说;给力;,1;1;
很好;,1;
不推荐购买;明显;不贵;要命;,-1;0;1;-1;
好;一般;,1;0;
不好;不满;简单;很大;不方便;,-1;-1;1;1;-1;
还好;,1;
值得;很好;假货;信任;假冒;空旷;异常;正品;清晰;清楚;没有头晕;不再刺眼;,1;1;-1;1;-1;1;-1;1;1;1;1;1;
拖延;,-1;
很好;没有好用;,1;-1;
喜欢;可以;,1;1;
次;很好;过多;,-1;1;-1;
滋润;稍暗;,1;-1;
挺好;凉凉的;,1;1;
没有正常;失望;普通;失望;失望;苦苦;最好;,-1;-1;0;-1;-1;-1;1;
疼;假;好;,-1;-1;1;
郁闷;不准;准;,-1;-1;1;
杠杠的;柔软;,1;1;
不享受;黑心;正品;不心疼;有划痕;贵;,-1;-1;1;1;-1;-1;
还行;,1;
简陋;损伤;,-1;-1;
可以;正常;慢;,1;1;-1;
很糟;接触不良;有问题;没有问题;,-1;-1;-1;1;
够用;很大;便宜;很久;很好;不油;,1;1;1;-1;1;1;
一般;保证;,0;1;
结实;不错;,1;1;
,
不错;详细;华丽;不错;很快;明显;,1;1;1;1;1;0;
贵;,-1;
,
无趣;好;,-1;1;
简单;时尚;大气;点赞;不占地方;很好;好;周到;便捷;,1;1;1;1;1;1;1;1;1;
ok;好;,1;1;
看不懂;,-1;
假货;次;很差;不满意;后悔;便宜;差;不善;很多;裂;疼;好;,-1;-1;-1;-1;-1;1;-1;-1;1;-1;-1;1;
凉;不怎么样;,0;-1;
很差;,-1;
不行;,-1;
不如干净;专业;,-1;1;
好看;华而不实;慢;中肯;要命;坑;,1;-1;-1;1;-1;-1;
破;垃圾;,-1;-1;
久;不可以;满意;,0;-1;1;
,
很好;不错;好;,1;1;1;
不错;舒服;,1;1;
很差;容易;起痘;太浓;,-1;1;-1;-1;
硬;不错;很好;,-1;1;1;
漂亮;挺快;还可以;很好;便宜;完美;兼容;方便;,1;1;1;1;1;1;1;1;
小贵;太少;,-1;-1;
不能好点;,-1;
不让安心;,-1;
不错;简陋;容易;捆绑;不方便;,1;-1;1;-1;-1;
刚好;信赖;挺好;,1;1;1;
差;高;好;差不多;,-1;1;1;0;
不错;适合;,1;1;
没有耐心;不好;,-1;-1;
,
一般般;超强;,0;1;
坏;,-1;
好;,1;
舒服;喜欢;满意;,1;1;1;
便宜;太差;,1;-1;
差评;混乱;不好;伤心;很久;五星;,-1;-1;-1;-1;-1;1;
可以;偏小;,1;-1;
不错;完整;不影响;,1;1;0;
很多;不错;可以;不错;,1;1;1;1;
透明;无语;,1;-1;
难喝;,-1;
好;正常;,1;1;
太贵;光洁;便宜;给力;有弹性;美中不足;,-1;1;1;1;1;0;
差;,-1;
偏小;,-1;
失望;,-1;
不好用;很硬;,-1;-1;
不多;挺厚;满意;,0;1;1;
还好;,1;
一般;不错;,0;1;
能用;蛮好;,1;1;
,
正品;,1;
不错;,1;
没法用;,-1;
,
好;不错;时尚;,1;1;1;
不怎么明显;不错;,0;1;
不错;,1;
滋润;好用;,1;1;
不错;方便实用;蛮大;好;,1;1;1;1;
实用;不错;明显;,1;1;0;
新;便宜;,1;1;
,
麻烦;贵;,-1;-1;
不错;顺利;鼓励;还可以;,1;1;1;1;
方便;,1;
明显;没富裕;好;,0;-1;1;
,
还行;放心;,1;1;
浅显;没什么有价值;,-1;-1;
不好;简陋;不如好用;亏大;,-1;-1;-1;-1;
好;,1;
,
不准确;不太好;很准;不适;,-1;-1;1;-1;
爽;差强人意;可以;推荐;,1;-1;1;1;
满意;很好;合理;划算;,1;1;1;1;
普通;很差;,0;-1;
,
太差;,-1;
不厚;谨慎;,0;0;
不好用;,-1;
仔细;不错;,1;1;
真实;长;,1;1;
很好;好;,1;1;
报废;,-1;
很小;喜欢;,1;1;
将就;一般;,-1;0;
不错;还可以;太久;很脏;随便;,1;1;-1;-1;-1;
值得;,1;
,
还行;水润;不容易干;失望;,1;1;1;-1;
贵;,-1;
可以;,1;
有杂音;还可以;,-1;1;
廉价;易滑;很低;挺脆;弱;贵得离谱;挺浅;摇摇晃晃;,1;-1;1;1;-1;-1;1;-1;
不值;,-1;
裂;,-1;
,
不错;喜欢;,1;1;
不错;不喜欢;变硬;坏;柔软;挺好;易干;容易;,1;-1;-1;-1;1;1;1;1;
不够麻烦;频繁;失望;,1;-1;-1;
非正常;,-1;
ok;,1;
好用;正品;好用;,1;1;1;
不符;讨厌;费解;,-1;-1;-1;
不好用;,-1;
不好;太贵;,-1;-1;
小巧玲珑;,1;
失望;,-1;
对不上;型;麻烦;,-1;1;-1;
正品;慎重;拉肚子;严重;好;,1;-1;-1;-1;1;
差评;慢;,-1;-1;
,
不满意;,-1;
不好;,-1;
不错;没有好;,1;-1;
不怎么爱吃;,-1;
,
脏;,-1;
,
差评;,-1;
不全;不错;麻烦;不错;二手;次;,-1;1;-1;1;-1;-1;
挺好;,1;
不错;喜欢;,1;1;
好;,1;
挺好;一般;,1;0;
不爱吃;,-1;
还可以;很快;,1;1;
透明;奇怪;甘甜;淡;失望;无厚重;,1;-1;1;-1;-1;-1;
负分;倒霉;,-1;-1;
一般般;,0;
坑;差评;,-1;-1;
还好;,1;
不好;,-1;
,
裂痕;,-1;
正常;,1;
不错;推荐;不错;,1;1;1;
,
假货;,-1;
,
不行;有问题;卡;,-1;-1;-1;
慢;,-1;
垃圾;,-1;
不错;很好;,1;1;
挺高;蛮高;,1;1;
容易;,1;
还可以;差;,1;-1;
差;五星;,-1;1;
,
,
,
挺大;,1;
一般般;,0;
信赖;清透;不会油腻;值得;不卡粉;,1;1;1;1;1;
厚;,0;
一般;,0;
,
,
可以;,1;
爆掉;,-1;
烂;,-1;
拆封过;二手货;,-1;-1;
破;,-1;
发错;讨厌;,-1;-1;
还行;慢;,1;-1;
,
不值;,-1;
,
好;慢;,1;-1;
一般般;,0;
,
刚好;,1;
新;不好;垃圾;垃圾;,1;-1;-1;-1;
统一;差劲;可以;很多;差评;喜欢;很好;坑;,1;-1;1;1;-1;1;1;-1;
漂亮;还可以;,1;1;
差;,-1;
不错;,1;
很好;很好;给力;,1;1;1;
不错;还行;,1;1;
还行;,1;
很好;,1;
,
使用方便;简约;,1;1;
还可以;,1;
太低;坏;,-1;-1;
还可以;方便;,1;1;
坏;,-1;
整齐;起毛;,1;-1;
,
无语;,-1;
差评;亏;快;好;,-1;-1;1;1;
,
不错;正版;,1;1;
满意;很好;,1;1;
坏;臭臭的;,-1;-1;
坏;不错;不智能;垃圾;不怎么样;,-1;1;-1;-1;-1;
,
,
能用;响;,1;-1;
不是满意;,-1;
不适;适合;扯淡;喜欢;,-1;1;-1;1;
用心;不错;全面;光滑;慢;,1;1;1;1;-1;
烂;不经用;,-1;-1;
不要脸;,-1;
不值;,-1;
挺棒;有损坏;,1;-1;
推荐;还可以;快;,1;1;1;
严重;,-1;
,
,
失败;可以;,-1;1;
不错;挺好;方便;,1;1;1;
漂亮;透明;,1;1;
差;坏;,-1;-1;
臭;重;,-1;-1;
差劲;,-1;
差不多;差;差评;好;,0;-1;-1;1;
黑屏;,-1;
次;不符;难喝;太假;推荐;,-1;-1;-1;-1;1;
,
被撕开;,-1;
好评;,1;
淡;一般般;,-1;0;
严重;,-1;
不是很强;一般;,-1;0;
不是新;,-1;
不好;,-1;
可以;,1;
不满;失灵;,-1;-1;
一般;慢;暖;,0;-1;1;
差评;缺德;,-1;-1;
慢;,-1;
卡;好;,-1;1;
不方便;还可以;,-1;1;
慢;被骗;太差;太差;好;,-1;-1;-1;-1;1;
失灵;,-1;
可以;不好吃;,1;-1;
不错;还行;,1;1;
不错;便宜货;,1;-1;
还可以;,1;
,
精美;喜欢;不错;,1;1;1;
坑;,-1;
还行;错;很快;,1;-1;1;
不错;不错;很干;,1;1;-1;
不错;,1;
美;很好;,1;1;
,
不强;不错;,-1;1;
干;,-1;
垃圾;打不开;,-1;-1;
被骗;,-1;
方便快捷;好用;,1;1;
硬;,-1;
坑;无语;,-1;-1;
一般般;裂开;,0;-1;
不错;,1;
不稳定;坏;,-1;-1;
要命;垃圾;,-1;-1;
不错;,1;
物美价廉;很快;很好;超赞;大爱;喜欢;,1;1;1;1;1;1;
不便宜;便宜;负责;没有好;一般;无好;,-1;1;1;-1;0;-1;
不好用;,-1;
,
小贵;不错;没有给力;,-1;1;-1;
可以;,1;
坏;不值;,-1;-1;
,
差;很轻;粗糙;很薄;不好;,-1;1;-1;-1;-1;
,
差评;,-1;
无语;,-1;
不满意;费劲;漏气;正常;,-1;-1;-1;1;
不是很好;后悔;,-1;-1;
渣;,-1;
易折;别便宜;,-1;-1;
,
发错;,-1;
,
不是很干;一般般;,1;0;
不错;,1;
不是便携;,-1;
坏掉;,-1;
不满意;不错;,-1;1;
不是爱吃;,-1;
太差;,-1;
慢;不是一般;,-1;0;
还可以;,1;
不错;皆大欢喜;赞;不错;喜欢;圆润;,1;1;1;1;1;1;
不厚道;,-1;
,
渣;气炸了;,-1;-1;
不好;诚信;还行;,-1;1;1;
,
垃圾;,-1;
太差;,-1;
凑合;,0;
更好;舒服;,1;1;
,
差;,-1;
听不见;,-1;
,
不多;,0;
废品;型;坏;负分;袒护;粗糙;,-1;1;-1;-1;-1;-1;
烂;不好;,-1;-1;
别被骗;不值;次;,1;-1;-1;
,
差;挺快;无语;,-1;1;-1;
假货;垃圾;,-1;-1;
